Target.Species,Detection,Location,Historical.site?,Habitat,Date,Month,Record,Tracks,Observers,Observer.number,Day.effortId,Start,End,Duration.mins,Duration.x.Observers.mins,Note
Primula pauciflora,0,Bellhouse Bay,no,coastal woodland / bluff,2022-06-08,June,track,yes,Frank Lomer,1,1,,,8,8,Frank Lomer put in a six hour day; one hour subtracted for time bicycling between south end and Montague Prov. Park; remainder divided into tracks between sites
Primula pauciflora,0,Bellhouse Park,yes,coastal woodland / vernal pools,2022-06-08,June,track,yes,"Frank Lomer, Andrew Simon",2,5,,,78,156,Frank Lomer put in a six hour day; one hour subtracted for time bicycling between south end and Montague Prov. Park; remainder divided into tracks between sites
Primula pauciflora,0,Montague Harbour Marine Provincial Park,no,coastal woodland / bluff,2022-06-08,June,track,yes,Frank Lomer,1,4,,,58,58,Frank Lomer put in a six hour day; one hour subtracted for time bicycling between south end and Montague Prov. Park; remainder divided into tracks between sites
Primula pauciflora,0,Shore Access 11,no,coastal woodland / bluff,2022-06-12,June,track + observations,yes,"Andrew Simon, Frank Lomer",2,,14:17:00,14:30:00,13,26,"Frank Lomer put in an eight hour day; this day was partially spent searching together; those hours tracked based on timestamped iNat hours; these subtracted from eight hour day, and the remainder divided up by habitat type based on tracks"
Primula pauciflora,0,Sticks West,no,coastal woodland / vernal pools,2022-06-12,June,track + observations,yes,"Andrew Simon, Frank Lomer",2,,15:06:00,17:05:00,119,238,"Frank Lomer put in an eight hour day; this day was partially spent searching together; those hours tracked based on timestamped iNat hours; these subtracted from eight hour day, and the remainder divided up by habitat type based on tracks"
Primula pauciflora,0,"Cain Peninsula shoreline, Gossip Island, Lion Islet",no,coastal woodland / bluff,2022-06-13,June,track,yes,Frank Lomer,1,,,,334,334,"RAM:334 minutes of total observation time subtracting paddling; Frank Lomer put in an eight hour day; this day, he did some paddling; those hours subtracted and the remainder allocated to shoreline and coastal woodland species (Primula pauciflora, Trifolium dichotomum, Crassula connata)"
Primula pauciflora,0,Bluff Park,no,woodland / rock outcrop,2022-06-14,June,track,yes,Frank Lomer,1,1,,,21,21,Frank Lomer put in an eight hour day; those hours divided into habitat types based on tracks; additional time searching together later in the day allocated based on iNat obs
Primula pauciflora,0,"Matthews Point Regional Park, Mary-Anne Point Road shore access",no,coastal woodland / bluff,2022-06-14,June,track,yes,Frank Lomer,1,4,,,31,31,Frank Lomer put in an eight hour day; those hours divided into habitat types based on tracks; additional time searching together later in the day allocated based on iNat obs
Primula pauciflora,0,Mount Galiano,no,woodland / rock outcrop,2022-08-20,August,observations,,"Andrew Simon, Adam Huggins",2,,13:50:00,14:02:00,12,24,
Primula pauciflora,0,Bellhouse Park,yes,coastal woodland / vernal pools,2023-04-16,April,observations,,Andrew Simon,1,,9:21:00,9:54:00,33,33,
Primula pauciflora,0,Mount Sutil,no,woodland / rock outcrop,2023-05-16,May,observations,,Adam Huggins,1,,12:13:00,15:12:00,179,179,
Primula pauciflora,0,Mount Sutil,no,woodland / rock outcrop,2023-05-24,May,observations,,"Adam Huggins, Myung Jin (John) Kang, Heather Magusin",3,,10:53:00,18:43:00,470,1410,
Primula pauciflora,0,Mount Sutil,no,woodland / rock outcrop,2023-05-25,May,observations,,"Adam Huggins, Myung Jin (John) Kang, Heather Magusin",3,,7:50:00,16:28:00,518,1554,
Primula pauciflora,0,Bodega Ridge,no,woodland / rock outcrop,2023-05-26,May,observations,,Joan Septembre,1,,17:41:00,19:14:00,93,93,
Primula pauciflora,0,Hunterston Farm,no,woodland / rock outcrop,2023-05-27,May,observations,,Andrew Simon,1,,9:44:00,12:32:00,168,168,"search efforts divided and allocated based on proportional representation of habitats at Hunterston Farm (a quarter to mixed forest, a quarter to ruderal, and half to coastal woodland)"
Primula pauciflora,0,Hunterston Farm,no,woodland / rock outcrop,2023-05-27,May,observations,,"Andy Taggart-Smith, Frank Lomer, Heidi Guest, Tyler Innes, Edward Sun",5,,9:29:00,13:43:00,254,1270,"search efforts divided and allocated based on proportional representation of habitats at Hunterston Farm (a quarter to mixed forest, a quarter to ruderal, and half to coastal woodland)"
Primula pauciflora,0,Hunterston Farm,no,woodland / rock outcrop,2023-05-27,May,observations,,Jackson W.F. Chu,1,,9:43:00,15:26:00,343,343,"search efforts divided and allocated based on proportional representation of habitats at Hunterston Farm (a quarter to mixed forest, a quarter to ruderal, and half to coastal woodland)"
Primula pauciflora,0,Hunterston Farm,no,woodland / rock outcrop,2023-05-27,May,observations,,Spencer Shields,1,,9:48:00,13:59:00,251,251,"search efforts divided and allocated based on proportional representation of habitats at Hunterston Farm (a quarter to mixed forest, a quarter to ruderal, and half to coastal woodland)"
Primula pauciflora,0,Mount Sutil,no,woodland / rock outcrop,2023-05-27,May,observations,,Andrew Simon,1,,15:14:00,17:50:00,156,156,
Primula pauciflora,0,Bluff Park,no,woodland / rock outcrop,2023-05-28,May,observations,,"Andy Taggart-Smith, Tyler Innes",2,,9:30:00,14:15:00,285,570,
Primula pauciflora,0,Mount Sutil,no,woodland / rock outcrop,2023-05-31,May,observations,,"Myung Jin (John) Kang, Heather Magusin",2,,11:05:00,14:05:00,180,360,
Primula pauciflora,0,Mount Sutil,no,woodland / rock outcrop,2023-06-07,June,observations,,"Adam Huggins, Myung Jin (John) Kang",2,,8:53:00,14:38:00,345,690,
Trifolium dichotomum,0,Sticks West,no,coastal woodland / vernal pools,2020-05-04,May,observations,,Andrew Simon,1,,17:47:00,18:31:00,44,44,
Trifolium dichotomum,0,Bellhouse Park,no,coastal woodland / vernal pools,2020-05-19,May,observations,,Andrew Simon,1,,16:50:00,18:18:00,88,88,
Trifolium dichotomum,0,Montague Harbour Marine Provincial Park,no,coastal woodland / bluff,2020-05-31,May,observations,,Andrew Simon,1,,18:44:00,19:27:00,43,43,
Trifolium dichotomum,0,Sticks West,no,coastal woodland / vernal pools,2020-06-26,June,observations,,Andrew Simon,1,,11:05:00,11:29:00,24,24,
Trifolium dichotomum,0,Mount Sutil,yes,coastal woodland / bluff,2021-05-01,May,track + observations,yes,Andrew Simon,1,,15:40:00,17:55:00,135,135,30 hours total allocated to Mount Sutil in May 2021; search effort tracked based on iNat obs for some days; the remainder allocated and split for days where search efford is evidenced based on tracks
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2021-05-03,May,track + observations,yes,Andrew Simon,1,,9:51:00,17:02:00,430,430,30 hours total allocated to Mount Sutil in May 2021; search effort tracked based on iNat obs for some days; the remainder allocated and split for days where search efford is evidenced based on tracks
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2021-05-05,May,track + observations,yes,Andrew Simon,1,,13:47:00,16:53:00,271,271,30 hours total allocated to Mount Sutil in May 2021; search effort tracked based on iNat obs for some days; the remainder allocated and split for days where search efford is evidenced based on tracks
Trifolium dichotomum,0,Sticks West,no,coastal woodland / vernal pools,2021-05-05,May,observations,,Andrew Simon,1,,19:03:00,19:35:00,32,32,
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2021-05-12,May,track,yes,Andrew Simon,1,,,,480,480,30 hours total allocated to Mount Sutil in May 2021; search effort tracked based on iNat obs for some days; the remainder allocated and split for days where search efford is evidenced based on tracks
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2021-05-14,May,track,yes,Andrew Simon,1,,,,485,485,30 hours total allocated to Mount Sutil in May 2021; search effort tracked based on iNat obs for some days; the remainder allocated and split for days where search efford is evidenced based on tracks
Trifolium dichotomum,0,Bellhouse Park,no,coastal woodland / bluff,2021-06-05,June,observations,,Caitlin Robinson,1,,17:07:00,17:14:00,7,7,
Trifolium dichotomum,0,NE Galiano Island shoreline,no,coastal woodland / bluff,2021-06-10,June,observations,,Caitlin Robinson,1,,16:31:00,17:37:00,66,66,
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2021-06-19,June,track + observations,yes,Andrew Simon,1,,16:19:00,17:06:00,47,47,
Trifolium dichotomum,0,NW Porlier Pass Rd Beach Access ,no,woodland / rock outcrop,2021-06-19,June,observations,,Caitlin Robinson,1,,15:35:00,15:51:00,16,16,
Trifolium dichotomum,0,Porlier Pass IBA,no,coastal woodland / bluff,2021-06-24,June,observations,,Caitlin Robinson,1,,14:49:00,15:14:00,25,25,
Trifolium dichotomum,0,Matthews Point Regional Park,no,woodland / rock outcrop,2022-05-01,May,track + observations,yes,"Andrew Simon, Jack Bindernagel",2,,12:40:00,15:08:00,148,296,
Trifolium dichotomum,0,Sticks West,no,coastal woodland / vernal pools,2022-05-01,May,observations,,"Andrew Simon, Jack Bindernagel",2,,10:42:00,12:17:00,95,190,
Trifolium dichotomum,0,Bodega Ridge,no,woodland / rock outcrop,2022-05-07,May,track + observations,yes,"Andrew Simon, Adam Huggins",2,,13:56:00,15:49:00,113,226,about a quarter of the time spent searching in potential habitat for Perideridia; rest of the time spent searching for species expected to occur in rock outcrop / woodland habitat
Trifolium dichotomum,1,Collinson Point Provincial Park,no,woodland / rock outcrop,2022-05-11,May,track + observations,yes,"Andrew Simon, Ryan Batten",2,,13:37:00,14:10:00,33,66,
Trifolium dichotomum,0,Mount Galiano,no,woodland / rock outcrop,2022-05-11,May,track + observations,yes,"Andrew Simon, Ryan Batten",2,,11:01:00,13:13:00,132,264,
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2022-05-11,May,track + observations,yes,"Andrew Simon, Ryan Batten",2,,9:25:00,10:48:00,83,166,
Trifolium dichotomum,0,Bellhouse Park,no,coastal woodland / vernal pools,2022-05-29,May,observations,,Andrew Simon,1,,9:18:00,10:52:00,94,94,
Trifolium dichotomum,0,Sticks West,no,coastal woodland / vernal pools,2022-05-29,May,observations,,"Andrew Simon, Lauren Magner",2,,17:15:00,18:00:00,45,90,
Trifolium dichotomum,0,Tweedale property,no,coastal woodland / bluff,2022-06-04,June,observations,,Andrew Simon,1,,16:09:00,17:28:00,79,79,
Trifolium dichotomum,1,Mount Galiano,no,woodland / rock outcrop,2022-06-05,June,track + observations,yes,"Andrew Simon, Shauna Anderson",2,,9:11:00,10:28:00,77,154,
Trifolium dichotomum,0,Bellhouse Bay,no,coastal woodland / bluff,2022-06-08,June,track,yes,Frank Lomer,1,1,,,8,8,Frank Lomer put in a six hour day; one hour subtracted for time bicycling between south end and Montague Prov. Park; remainder divided into tracks between sites
Trifolium dichotomum,0,Bellhouse Park,no,coastal woodland / vernal pools,2022-06-08,June,track,yes,"Frank Lomer, Andrew Simon",2,5,,,78,156,Frank Lomer put in a six hour day; one hour subtracted for time bicycling between south end and Montague Prov. Park; remainder divided into tracks between sites
Trifolium dichotomum,0,Montague Harbour Marine Provincial Park,no,coastal woodland / bluff,2022-06-08,June,track,yes,Frank Lomer,1,4,,,58,58,Frank Lomer put in a six hour day; one hour subtracted for time bicycling between south end and Montague Prov. Park; remainder divided into tracks between sites
Trifolium dichotomum,0,"Galiano Cemetery, Georgeson Bay Road",no,coastal woodland / bluff,2022-06-09,June,track,yes,Frank Lomer,1,2,,,146,146,Frank Lomer put in an eight hour day; eight hours split between habitat types based on tracks
Trifolium dichotomum,0,Gulf Drive Shore Accesses,no,coastal woodland / bluff,2022-06-10,June,track,yes,Frank Lomer,1,1,,,55,71,Frank Lomer put in an eight hour day; eight hours split between habitat types based on tracks
Trifolium dichotomum,0,Shore Access 11,no,coastal woodland / bluff,2022-06-12,June,track + observations,yes,"Andrew Simon, Frank Lomer",2,,14:17:00,14:30:00,13,26,"Frank Lomer put in an eight hour day; this day was partially spent searching together; those hours tracked based on timestamped iNat hours; these subtracted from eight hour day, and the remainder divided up by habitat type based on tracks"
Trifolium dichotomum,0,Sticks West,no,coastal woodland / vernal pools,2022-06-12,June,track + observations,yes,"Andrew Simon, Frank Lomer",2,,15:06:00,17:05:00,119,238,"Frank Lomer put in an eight hour day; this day was partially spent searching together; those hours tracked based on timestamped iNat hours; these subtracted from eight hour day, and the remainder divided up by habitat type based on tracks"
Trifolium dichotomum,0,"Cain Peninsula shoreline, Gossip Island, Lion Islet",no,coastal woodland / bluff,2022-06-13,June,track,yes,Frank Lomer,1,,,,334,334,"RAM:334 minutes of total observation time subtracting paddling; Frank Lomer put in an eight hour day; this day, he did some paddling; those hours subtracted and the remainder allocated to shoreline and coastal woodland species (Primula pauciflora, Trifolium dichotomum, Crassula connata)"
Trifolium dichotomum,0,Bluff Park,no,woodland / rock outcrop,2022-06-14,June,track,yes,Frank Lomer,1,1,,,21,21,Frank Lomer put in an eight hour day; those hours divided into habitat types based on tracks; additional time searching together later in the day allocated based on iNat obs
Trifolium dichotomum,0,Ecological Reserve 128,no,woodland / rock outcrop,2022-06-14,June,track + observations,yes,Frank Lomer,2,,19:30:00,19:45:00,15,30,Frank Lomer put in an eight hour day; those hours divided into habitat types based on tracks; additional time searching together later in the day allocated based on iNat obs; search effort at Ecological Reserve 128 includes both Andrew and Frank's time
Trifolium dichotomum,0,"Matthews Point Regional Park, Mary-Anne Point Road shore access",no,coastal woodland / bluff,2022-06-14,June,track,yes,Frank Lomer,1,4,,,31,31,Frank Lomer put in an eight hour day; those hours divided into habitat types based on tracks; additional time searching together later in the day allocated based on iNat obs
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2023-05-16,May,observations,,Adam Huggins,1,,12:13:00,15:12:00,179,179,
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2023-05-24,May,observations,,"Adam Huggins, Myung Jin (John) Kang, Heather Magusin",3,,10:53:00,18:43:00,470,1410,
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2023-05-25,May,observations,,"Adam Huggins, Myung Jin (John) Kang, Heather Magusin",3,,7:50:00,16:28:00,518,1554,
Trifolium dichotomum,0,Bodega Ridge,no,woodland / rock outcrop,2023-05-26,May,observations,,Joan Septembre,1,,17:41:00,19:14:00,93,93,
Trifolium dichotomum,0,Gustin Road (nearby),no,woodland / rock outcrop,2023-05-27,May,"observations, notes from Frank",,"Frank Lomer, Heidi Guest, Edward Sun, Andy Taggart-Smith, Tyler Innes",5,,14:00:00,17:00:00,180,900,"Frank recalls searching for 3 hours (about double the time recorded based on logged iNat obs); hours adjusted to reflect Frank's estimated search effort at this site, then divided between habitat types / target species"
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2023-05-27,May,observations,,Andrew Simon,1,,15:14:00,17:50:00,156,156,
Trifolium dichotomum,0,Bluff Park,no,woodland / rock outcrop,2023-05-28,May,observations,,"Andy Taggart-Smith, Tyler Innes",2,,9:30:00,14:15:00,285,570,
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2023-05-31,May,observations,,"Myung Jin (John) Kang, Heather Magusin",2,,11:05:00,14:05:00,180,360,
Trifolium dichotomum,0,Mount Sutil,yes,woodland / rock outcrop,2023-06-07,June,observations,,"Adam Huggins, Myung Jin (John) Kang",2,,8:53:00,14:38:00,345,690,
